330998	eng	Children who spend more time outdoors have a lower risk of myopia.	2019-01-12 19:39:42
331000	eng	The idea that reading makes you short-sighted has been popular for a couple of hundred years.	2019-01-12 19:39:42
331259	eng	Most people think computers will never be able to think.	2019-01-12 19:39:42
332331	eng	It is more time-efficient to do several tasks sequentially than attempt to do them simultaneously.	2019-01-12 19:39:42
334553	eng	I should stop procrastinating.	2019-01-12 19:39:43
336509	eng	I know you think you understood what you thought I said, but I'm not sure you realized that what you heard is not what I meant.	2019-01-12 19:39:43
337215	eng	How can video games inspire us to make better applications for e-learning?	2019-01-12 19:39:43
384016	eng	No, I'm not afraid of ghosts.	2019-01-12 19:39:43
403859	eng	If I could rearrange the alphabet, I would put U and I together.	2019-01-12 19:39:43
403860	eng	I'm not good at multitasking.	2019-01-12 19:39:43
414272	eng	Any teacher that can be replaced by a machine should be.	2019-01-12 19:39:43
468978	eng	With or without religion, good people can behave well and bad people can do evil; but for good people to do evil - that takes religion.	2019-01-22 13:19:39
482832	eng	The Great Dane is a breed of domestic dog known for its giant size.	2019-01-22 13:19:40
513667	eng	Everybody knows the moon is made of cheese.	2019-01-22 13:19:41
513669	eng	Pastafarians believe that an invisible and undetectable Flying Spaghetti Monster created the universe.	2019-01-22 13:19:41
513754	eng	Bender often utters the phrase "Kill all humans", even if he always silently adds "except one" referring to Fry.	2019-01-22 13:19:41
514231	eng	I am the Flying Spaghetti Monster. Thou shalt have no other monsters before Me. (Afterwards is OK; just use protection.) The only Monster who deserves capitalization is Me! Other monsters are false monsters, undeserving of capitalization.	2019-01-22 13:19:41
515726	eng	I don't speak Catalan.	2019-01-22 13:19:41
552670	eng	Man is kind enough when he is not excited by religion.	2019-01-22 13:19:41
552676	eng	Religion consists in a set of things which the average man thinks he believes, and wishes he was certain.	2019-01-22 13:19:41
552682	eng	God's inhumanity to man makes countless thousands mourn.	2019-01-22 13:19:41
552683	eng	None of us can be as great as God, but any of us can be as good.	2019-01-22 13:19:41
552684	eng	All gods are better than their conduct.	2019-01-22 13:19:41
552686	eng	God, so atrocious in the Old Testament, so attractive in the New - the Jekyl and Hyde of sacred romance.	2019-01-22 13:19:41
552695	eng	The Koran does not permit Mohammedans to drink. Their natural instincts do not permit them to be moral.	2019-01-22 13:19:41
552731	eng	Whenever the literary German dives into a sentence, that is the last you are going to see of him till he emerges on the other side of his Atlantic with his verb in his mouth.	2019-01-22 13:19:41
552733	eng	A dream... I was trying to explain to St. Peter, and was doing it in the German tongue, because I didn't want to be too explicit.	2019-01-22 13:19:42
552736	eng	I don't believe there is anything in the whole earth that you can't learn in Berlin except the German language.	2019-01-22 13:19:42
552737	eng	Never knew before what eternity was made for. It is to give some of us a chance to learn German.	2019-01-22 13:19:42
552740	eng	I can understand German as well as the maniac that invented it, but I talk it best through an interpreter.	2019-01-22 13:19:42
552742	eng	How charmed I am when I overhear a German word which I understand!	2019-01-22 13:19:42
552745	eng	The Germans have an inhuman way of cutting up their verbs. Now a verb has a hard time enough of it in this world when it's all together. It's downright inhuman to split it up. But that's just what those Germans do. They take part of a verb and put it down here, like a stake, and they take the other part of it and put it away over yonder like another stake, and between these two limits they just shovel in German.	2019-01-22 13:19:42
552759	eng	If the man doesn't believe as we do, we say he is a crank, and that settles it. I mean, it does nowadays, because now we can't burn him.	2019-01-22 13:19:42
618391	eng	Maybe I shouldn't tell you this, but I am truly mesmerized by your beauty.	2019-01-12 19:39:43
618392	eng	It was a pleasure to spend the evening with a smart, funny and beautiful girl like you.	2019-01-12 19:39:43
618394	eng	No words can express how amazing you are.	2019-01-12 19:39:43
618396	eng	It's rare to meet nice people like you.	2019-01-12 19:39:43
618397	eng	There is something very charming about you.	2019-01-12 19:39:43
618399	eng	I couldn't take my eyes off of you from the minute I entered this room.	2019-01-12 19:39:43
618401	eng	It's the first time in my life I've felt so connected with someone.	2019-01-12 19:39:43
618403	eng	I would swim through the ocean just to see your smile again.	2019-01-12 19:39:43
618404	eng	You know I'd do anything for your beautiful eyes.	2019-01-12 19:39:43
618405	eng	You have very sexy legs.	2019-01-12 19:39:43
618406	eng	The sound of your voice is like siren's song to me.	2019-01-12 19:39:43
761916	eng	Tatoeba: Because a language is more than the sum of its words.	2019-01-12 19:39:43
763114	eng	Would you like to become a trusted user?	2019-01-12 19:39:43
764407	eng	Find multilingual sentence equivalents at Tatoeba.org.	2019-01-12 19:39:43
1565264	eng	Ukraine is a country in Central and Eastern Europe.	2019-01-22 13:19:42
1565265	eng	Ukraine became independent again when the Soviet Union dissolved in 1991.	2019-01-22 13:19:42
1565266	eng	Donetsk is a large city in eastern Ukraine on the Kalmius river.	2019-01-22 13:19:42
1565645	eng	The Great Jerboa is a species of rodent.	2019-01-22 13:19:42
1565647	eng	Jerboas look like kangaroos due to having many similarities such as long hind legs, very short forelegs, and long tails.	2019-01-22 13:19:42
1565793	eng	I contend that we are both atheists. I just believe in one fewer god than you do. When you understand why you dismiss all the other possible gods, you will understand why I dismiss yours.	2019-01-22 13:19:42
1566359	eng	Biologists view the chupacabras as a contemporary legend.	2019-01-22 13:19:43
1566385	eng	Stanisław Lem was born in 1921 in Lviv, Poland (now Ukraine).	2019-01-22 13:19:43
1566397	eng	The popularity of the chupacabras has resulted in it being featured in several types of media.	2019-01-22 13:19:43
1566978	eng	I don't speak Turkish.	2019-01-22 13:19:43
1566982	eng	The literal translation for the Spanish word "chupacabra" is "goat sucker."	2019-01-22 13:19:43
1566989	eng	Fear me, if you dare!	2019-01-22 13:19:43
1567265	eng	The draw for the final tournament took place on 2 December 2011 at the Ukraine Palace of Arts in Kiev, Ukraine.	2019-01-22 13:19:43
1569391	eng	Poe's Law is an axiom suggesting that it's difficult, if not impossible, to distinguish between parodies of religious or other fundamentalism and its genuine proponents, since they both seem equally insane.	2019-01-22 13:19:43
1569411	eng	History does not repeat itself, but it does rhyme.	2019-01-22 13:19:43
1569413	eng	Reader, suppose you were an idiot. And suppose you were a member of Congress. But I repeat myself.	2019-01-22 13:19:43
1569414	eng	Get the facts first. You can distort them later.	2019-01-22 13:19:43
1569515	eng	I don't speak Ukrainian.	2019-01-22 13:19:43
1577494	eng	It's national tell-a-lie day! And yes, I made that up.	2019-01-22 13:19:43
1577522	eng	I don't think I want to see what a fly considers paradise.	2019-01-22 13:19:43
1607008	eng	Chinese whispers is a game played around the world, in which one person whispers a message to another, which is passed through a line of people until the last player announces the message to the entire group.	2019-01-22 13:19:43
1609661	eng	Don't trouble trouble until trouble troubles you.	2019-01-22 13:19:44
1609680	eng	Don't try to walk before you can crawl.	2019-01-22 13:19:44
1611699	eng	Interestingly, Hogwarts Quidditch players are allowed to use whatever broomsticks they like or their sponsors can afford, despite the fact that more expensive brooms often confer great (and arguably unfair) advantages in speed and manoeuvrability.	2019-01-22 13:19:44
1611734	eng	Few things are harder to put up with than the annoyance of a good example.	2019-01-22 13:19:44
1611756	eng	It usually takes me more than three weeks to prepare a good impromptu speech.	2019-01-22 13:19:44
1650029	eng	Tom called me a party pooper because I left the party just after midnight.	2019-01-22 13:19:44
1847463	eng	Gods don't kill people, people with gods kill people.	2019-01-22 13:19:44
2195432	eng	It's now very common to hear people say, "I'm rather offended by that", as if that gives them certain rights. It's no more than a whine. It has no meaning, it has no purpose, it has no reason to be respected as a phrase. "I'm offended by that." Well, so fucking what?	2019-01-22 13:19:44
2208289	eng	Swiper, no swiping!	2019-01-22 13:19:44
2233642	eng	Go to Heaven for the climate, Hell for the company.	2019-01-22 13:19:44
2255534	eng	Scavenging is both a carnivorous and herbivorous feeding behavior in which the scavenger feeds on dead and decaying organic matter present in its habitat.	2019-01-22 13:19:44
2437228	eng	We all have experienced the serendipity of relevant information arriving just when we were least expecting it.	2019-01-22 13:19:44
2570990	eng	Never attribute to malice that which is adequately explained by stupidity.	2019-01-22 13:19:44
2571046	eng	Entities must not be multiplied beyond necessity.	2019-01-22 13:19:44
2576275	eng	I am of the opinion that you would recognize a creator by his creation, and the world appears to me to be put together in such a painful way that I prefer to believe that it was not created by anyone than to think that somebody created this intentionally.	2019-01-22 13:19:44
2576289	eng	I hadn't known there were so many idiots in the world until I started using the Internet.	2019-01-22 13:19:44
2619840	eng	HTTP 2 just adds a new layer of complexity without solving any real-world problems.	2019-02-24 20:40:42
2658085	eng	I’m keeping my diary on Google+ so that no one reads it.	2019-02-24 20:40:42
2694734	eng	We hear the plop of a frog jumping into the canal.	2019-01-22 13:19:44
2694736	eng	Our best pictures of the human mind suggest that we don't plop our mental activities into single, ordered boxes.	2019-01-22 13:19:44
2694737	eng	Plop into the water and dive.	2019-01-22 13:19:44
2694740	eng	There is nothing like the dull thud of nylon on nylon.	2019-01-22 13:19:44
2694741	eng	The thud of hooves resonates around the ring.	2019-01-22 13:19:44
2694742	eng	Tom hit the dirty floor of the garage with a soft thud, a pool of blood surrounding his head like a halo.	2019-01-22 13:19:44
2762762	eng	Betty fell in love with Tom and killed him.	2019-02-24 20:40:42
2774346	eng	They finally succeeded after many months of travail.	2019-01-22 13:19:44
2804844	eng	We squelched across the muddy field.	2019-01-22 13:19:45
2883599	eng	Evolution is a tinkerer and not an engineer.	2019-01-22 13:19:45
2906901	eng	Beware of Greeks bearing gifts.	2019-01-22 13:19:45
3014912	eng	Game of Thrones has been credited with an increased popularity of fantasy themes and mainstream acceptance of the fantasy fandom.	2019-01-22 13:19:45
3116138	eng	I couldn't resist a touch of schadenfreude when he was defeated so heavily in the election.	2019-01-22 13:19:45
3289035	eng	I'm testing if the language detection works again.	2019-01-12 19:39:43
3396931	eng	We moved the project to a new server.	2019-01-12 19:39:44
3649128	eng	Tatoeba is currently unavailable. We are sorry for the inconvenience. You can check our blog or Twitter for more information.	2019-01-12 19:39:44
4444107	eng	The Cheshire Cat is a fictional cat popularised by Lewis Carroll in Alice's Adventures in Wonderland and known for its distinctive mischievous grin.	2019-01-22 13:19:45
4752118	eng	The chickens have come home to roost.	2019-04-04 17:08:56
4765232	eng	You should come over.	2019-04-04 17:08:56
4765236	eng	My roommate is in Mexico. You should come over.	2019-04-04 17:08:56
4765240	eng	Tom's coming over tonight, so you know.	2019-04-04 17:08:56
4765243	eng	My husband is at a conference. Would you like to get some coffee?	2019-04-04 17:08:56
4796404	eng	We are humans and we are from Earth.	2019-04-04 17:08:56
4796843	eng	What would you call your non-binary parent?	2019-04-04 17:08:56
4796846	eng	What would you call the non-binary sibling of one of your parents?	2019-04-04 17:08:56
4796852	eng	Alex is non-binary.	2019-04-04 17:08:56
4796854	eng	Alex is genderqueer.	2019-04-04 17:08:56
4796859	eng	Alex's gender is neither male nor female, so they go by the pronoun "they."	2019-04-04 17:08:56
4796878	eng	What are your pronouns?	2019-04-04 17:08:56
4796890	eng	A green and yellow parrot, which hung in a cage outside the door, kept repeating over and over: "Allez vous-en! Allez vous-en! Sapristi! That's all right!"	2019-04-04 17:08:56
4797056	eng	Volapük is surprisingly genderqueer-friendly.	2019-04-04 17:08:56
4797326	eng	"How's your sister?" "My sibling is non-binary, and they don't appreciate being called my sister."	2019-04-04 17:08:56
4797331	eng	"How's your boyfriend?" "My partner is non-binary; please do not call them a boy."	2019-04-04 17:08:56
4798612	eng	Tom is worried that Mary's new medicine is working just a bit too well.	2019-04-04 17:08:56
4834651	eng	You smell awful.	2019-04-04 17:08:56
4834652	eng	You smell terrible.	2019-04-04 17:08:56
4834656	eng	You stink.	2019-04-04 17:08:56
4840734	eng	If you think about, everyone is already a statistic.	2019-04-04 17:08:56
4875869	eng	Follow your own path and let people talk.	2019-04-04 17:08:56
4982433	eng	That's the right attitude.	2019-04-04 17:08:56
4982435	eng	Tom has the right attitude.	2019-04-04 17:08:56
5018695	eng	The main problem with antitheism is its negation of my divinity.	2019-04-04 17:08:56
5024450	eng	I'm a Pisces, which means I believe in astrology.	2019-04-04 17:08:56
5024657	eng	The Speaker of the U.S. House of Representatives resigned in disgrace after being reprimanded for cheating on his taxes.	2019-04-04 17:08:56
5024701	eng	Tom is a crypto-fascist.	2019-04-04 17:08:57
5024703	eng	Tom is xenophobic.	2019-04-04 17:08:57
5024707	eng	Tom hates foreigners.	2019-04-04 17:08:57
5024714	eng	Tom is always on the lookout for suspicious people.	2019-04-04 17:08:57
5024720	eng	Tom projects all his insecurities onto people who look different from what he is used to.	2019-04-04 17:08:57
5047221	eng	Tom secretly wants his country to be purged of all foreign elements and return to a time that he views as its "golden age."	2019-04-04 17:08:57
5047246	eng	Have you tried turning it off and then turning it back on?	2019-04-04 17:08:57
5047261	eng	Try turning it off and then turning it back on.	2019-04-04 17:08:57
5047265	eng	Turn it off, then turn it back on.	2019-04-04 17:08:57
5047269	eng	Don't turn it off yet.	2019-04-04 17:08:57
5047273	eng	Make sure you save everything before you turn it off.	2019-04-04 17:08:57
5056409	eng	Tom is afraid of people who are more likely to be victims of violence at the hands of the majority than perpetrators of violence against it.	2019-04-04 17:08:57
5056416	eng	Tom harasses marginalized people on the Internet.	2019-04-04 17:08:57
5056419	eng	Tom is afraid of marginalized people.	2019-04-04 17:08:57
5056421	eng	Tom bullies marginalized people.	2019-04-04 17:08:57
5056423	eng	Tom wants to keep marginalized people out of public places.	2019-04-04 17:08:57
5056430	eng	Tom thinks the world would be much more convenient without marginalized people.	2019-04-04 17:08:57
5056442	eng	Eighty percent of Tom's vocabulary consists of snarl words like "social justice warrior" and "triggered."	2019-04-04 17:08:57
5056455	eng	Tom believes the philosophy of Ayn Rand is truly objective.	2019-04-04 17:08:57
5059670	eng	If God really existed, it would be necessary to abolish him.	2019-04-04 17:08:57
5097071	eng	We are women.	2019-04-04 17:08:57
5097115	eng	Women are people.	2019-04-04 17:08:57
5128446	eng	Both nocebo and placebo effects are presumably psychogenic.	2019-01-22 13:19:45
5133168	eng	Chickenpox in children is considered a mild illness, but your child will probably feel pretty miserable and irritable while they have it.	2019-01-22 13:19:45
5133179	eng	There is no specific treatment for chickenpox, but there are pharmacy remedies that can alleviate symptoms.	2019-01-22 13:19:45
5135918	eng	His Noodliness, the Flying Spaghetti Monster is the ultimate truth in the universe.	2019-01-22 13:19:45
5143005	eng	There was no sex in the Soviet Union.	2019-01-22 13:19:45
5143055	eng	Trigonometry studies relationships involving lengths and angles of triangles.	2019-01-22 13:19:45
5144996	eng	Are you English?	2019-01-22 13:19:45
5145019	eng	Are you Ukrainian?	2019-01-22 13:19:45
5145071	eng	Antananarivo is the capital of Madagascar.	2019-01-22 13:19:45
5153393	eng	Philosophers distinguish between a priori and a posteriori knowledge.	2019-01-22 13:19:45
5159451	eng	Catfish have no scales.	2019-01-22 13:19:45
5200520	eng	How much is it in dollars?	2019-01-22 13:19:45
5203092	eng	Mary's tattoo reads, "No gods, no masters!"	2019-04-04 17:08:57
5217200	eng	In the matter of boots, I refer to the authority of the bootmaker; concerning houses, canals, or railroads, I consult that of the architect or engineer.	2019-04-04 17:08:57
5217202	eng	The liberty of man consists solely in this: that he obeys natural laws because he has himself recognized them as such, and not because they have been externally imposed upon him by any extrinsic will whatsoever, divine or human, collective or individual.	2019-04-04 17:08:57
5217208	eng	They say in a single breath: "God and the liberty of man," "God and the dignity, justice, equality, fraternity, prosperity of men" — regardless of the fatal logic by virtue of which, if God exists, all these things are condemned to non-existence.	2019-04-04 17:08:57
5222141	eng	In the matter of boots, I refer to the authority of the bootmaker.	2019-04-04 17:08:57
5222152	eng	Work and pray, live on hay; you'll get pie in the sky when you die.	2019-04-04 17:08:57
5222954	eng	You'll get pie in the sky when you die – that's a lie.	2019-04-04 17:08:57
5251220	eng	The workers have no country.	2019-04-04 17:08:57
5251228	eng	Mary's dreams were finally materializing.	2019-04-04 17:08:57
5251250	eng	The inherent difficulty of quantifying prosperity complicates the question of which countries are most prosperous.	2019-04-04 17:08:57
5251271	eng	Every liberal movement for the equality of marginalized people internalizes the rhetoric that the people in power have used against them.	2019-04-04 17:08:57
5251282	eng	Tom declined to prosecute the person who stole from him, reasoning that the police and prison guards were far bigger criminals.	2019-04-04 17:08:57
5252749	eng	Some people just have hate in their hearts, and don't care who they hate, as long as they hate someone.	2019-04-04 17:08:57
5268344	eng	No, I am not an escort.	2019-04-04 17:08:57
5268390	eng	What seems to be the problem, officer?	2019-03-30 15:19:37
5298309	eng	Authority corrupts its holder and debases its victims.	2019-04-04 17:08:57
5298699	eng	To try to change men by law is just like trying to change your face by getting a new mirror. For men make laws, not laws men. The law merely reflects men as they are, as the mirror reflects your features.	2019-04-04 17:08:58
5298700	eng	It is just because fear of punishment has no deterrent effect that crime continues in spite of all laws and courts, prisons and executions.	2019-04-04 17:08:58
5298701	eng	It has been established that poverty and unemployment, with their attendant misery and despair, are the chief sources of crime. Is there any law to prevent poverty and unemployment?	2019-04-04 17:08:58
5298702	eng	It is the business of the politician, the "science of politics", to make you believe that the law protects you and your interests, when it merely serves to keep up the system which robs, dupes, and enslaves you in body and mind.	2019-04-04 17:08:58
